cluster_id	ContamPct
0	8.2
1	10.3
2	22.4
3	93.1
4	0.0
5	0.0
6	15.1
7	0.0
8	0.0
9	0.0
10	44.9
11	0.0
12	0.0
13	24.0
14	7.6
15	0.0
16	10.5
17	65.9
18	0.0
19	74.1
20	0.0
21	51.1
22	0.0
23	43.2
24	24.7
25	37.0
26	41.5
27	0.0
28	60.3
29	50.2
30	84.9
31	81.3
32	9.5
33	39.2
34	0.0
35	0.0
36	27.0
37	19.8
38	0.0
39	0.0
40	62.2
41	58.3
42	40.7
43	12.0
44	0.0
45	129.5
46	1.5
47	98.1
48	76.9
49	91.1
50	9.6
51	0.0
52	0.0
53	76.4
54	0.0
55	98.9
56	62.9
57	20.4
58	0.0
59	0.0
60	113.4
61	0.0
62	69.4
63	7.4
64	76.5
65	11.3
66	0.0
67	89.6
68	0.0
69	79.6
70	70.0
71	0.0
72	64.9
73	44.0
74	16.9
75	30.6
76	0.0
77	0.0
78	0.0
79	49.5
80	193.1
81	0.0
82	46.8
83	41.5
84	2.3
85	0.0
86	166.7
87	35.1
88	66.0
89	43.8
90	57.2
91	24.8
92	0.0
93	0.0
94	0.0
95	160.7
96	48.9
97	30.6
98	31.6
99	36.7
100	54.1
101	2.4
102	75.1
103	42.4
104	0.0
105	31.2
106	19.2
107	80.0
108	0.0
109	92.1
110	0.0
111	52.9
112	0.0
113	81.6
114	0.0
115	97.6
116	64.6
117	84.1
118	0.0
119	0.0
120	0.0
121	0.0
122	146.9
123	0.0
124	33.6
125	0.0
126	91.8
127	89.6
128	59.9
129	70.2
130	53.6
131	0.0
132	21.2
133	0.0
134	33.9
135	8.8
136	110.1
137	72.4
138	0.0
139	62.5
140	0.0
141	84.7
142	16.8
143	86.0
144	40.4
145	96.0
146	0.0
147	40.8
148	61.6
149	0.0
150	0.0
151	65.3
152	25.0
153	32.3
154	20.7
155	128.0
156	116.0
157	58.4
158	98.6
159	158.1
160	81.6
161	130.5
162	152.7
163	250.7
164	44.9
165	92.0
166	88.9
167	73.3
168	140.5
169	141.6
170	178.8
171	96.0
172	170.2
173	53.2
174	162.2
175	183.1
176	0.0
177	227.7
178	219.1
179	54.2
180	116.8
181	0.0
182	82.6
183	8.0
184	0.0
185	18.0
186	83.6
187	275.6
188	40.3
189	166.8
190	256.4
191	112.4
192	139.6
193	87.5
194	299.6
195	91.0
196	380.2
197	5.1
198	76.9
199	4.3
200	0.0
201	7.2
202	0.5
203	0.0
204	0.0
205	28.9
206	33.5
207	25.8
208	71.9
209	42.2
210	74.7
211	30.8
212	18.5
213	43.6
214	42.2
215	38.8
216	32.5
217	15.5
218	0.0
219	58.4
220	7.7
221	28.6
222	0.0
223	37.7
224	14.0
225	86.3
226	19.6
227	29.5
228	74.5
229	51.3
230	26.4
231	50.6
232	57.5
233	27.1
234	46.2
235	89.6
236	23.3
237	0.0
238	22.1
239	38.8
240	76.1
241	43.3
242	0.0
243	0.0
244	15.7
245	0.0
246	51.2
247	93.6
248	0.0
249	35.7
250	0.0
251	24.1
252	71.4
253	18.7
254	0.0
255	58.8
256	0.0
