cluster_id	ContamPct
0	93.7
1	69.3
2	79.6
3	95.1
4	65.4
5	58.1
6	15.4
7	62.4
8	88.7
9	65.4
10	41.2
11	22.5
12	99.4
13	0.0
14	75.6
15	46.1
16	63.6
17	81.2
18	0.0
19	73.8
20	106.2
21	77.7
22	62.0
23	88.3
24	74.1
25	131.3
26	64.4
27	0.0
28	0.0
29	0.0
30	0.0
31	42.3
32	93.0
33	14.0
34	126.1
35	0.0
36	0.0
37	135.3
38	6.2
39	0.0
40	106.9
41	337.2
42	0.0
43	125.0
44	109.1
45	85.1
46	27.3
47	62.8
48	46.3
49	0.0
50	0.0
51	0.0
52	112.7
53	114.7
54	85.6
55	0.0
56	69.1
57	0.0
58	54.6
59	127.6
60	0.0
61	46.8
62	0.0
63	0.0
64	66.7
65	101.1
66	37.0
67	88.9
68	83.3
69	73.7
70	0.0
71	93.5
72	62.2
73	90.8
74	81.4
75	39.7
76	85.4
77	87.5
78	20.2
79	95.6
80	100.0
81	115.6
82	128.2
83	50.6
84	61.8
85	0.0
