cluster_id	ContamPct
0	0.0
1	1.3
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	3.9
10	13.2
11	6.2
12	0.0
13	1.9
14	0.0
15	0.0
16	7.1
17	0.0
18	34.4
19	46.0
20	0.0
21	135.6
22	40.4
23	80.7
24	55.3
25	7.7
26	43.0
27	77.7
28	34.6
29	0.0
30	26.6
31	18.0
32	23.2
33	28.6
34	0.0
35	84.1
36	0.0
37	22.4
38	0.0
39	74.1
40	22.5
41	37.6
42	105.8
43	0.0
44	0.0
45	230.1
46	38.3
47	145.9
48	143.6
49	0.0
50	102.9
51	0.0
52	0.0
53	0.0
54	201.6
55	89.6
56	0.0
57	193.3
58	0.0
59	205.8
60	0.0
61	228.7
62	0.0
63	0.0
64	0.0
65	169.3
66	0.0
67	143.4
68	136.2
69	0.0
70	0.0
71	64.5
72	0.0
73	487.1
74	29.2
75	0.0
76	16.8
77	186.9
78	185.3
79	197.9
80	0.0
81	0.0
82	151.9
83	234.8
84	0.0
85	203.6
86	62.3
87	185.2
88	48.7
89	117.2
90	9.0
91	0.0
92	86.8
93	68.9
94	176.0
95	281.8
96	0.0
97	21.6
98	0.0
99	97.6
100	0.0
101	49.9
102	77.1
103	0.0
104	0.0
105	158.9
106	106.3
107	15.9
108	164.1
109	91.4
110	23.9
111	0.0
112	46.6
113	7.4
114	0.0
115	399.3
116	101.6
117	0.0
118	204.1
119	82.0
120	0.0
121	177.3
122	97.4
123	112.8
124	93.1
125	0.0
126	147.2
127	46.8
128	0.0
129	273.9
130	109.0
131	113.6
132	0.0
133	90.2
134	105.9
135	0.0
136	31.6
137	113.4
138	109.6
139	82.3
140	0.0
141	110.2
142	106.4
143	58.6
144	182.7
145	106.8
146	236.3
147	106.2
148	53.8
149	540.1
150	269.3
151	206.2
152	331.4
153	11.5
154	0.0
155	171.3
156	272.2
157	0.0
158	413.7
159	422.9
160	384.3
161	403.0
162	7.8
163	341.5
164	366.9
165	446.5
166	335.4
167	327.5
168	367.1
169	475.1
170	361.3
171	484.8
172	341.9
173	433.3
174	323.9
175	379.3
176	404.7
177	177.8
178	289.2
179	0.0
180	651.4
181	0.0
182	683.4
183	60.0
184	161.6
185	57.1
186	65.9
187	44.9
188	25.7
189	0.0
190	0.0
191	29.9
192	0.0
193	90.6
194	66.1
195	36.0
196	0.0
197	0.0
198	7.1
199	0.0
