cluster_id	Amplitude
0	9.2
1	8.9
2	9.3
3	9.3
4	10.1
5	10.7
6	9.3
7	9.2
8	8.7
9	8.5
10	6.2
11	8.0
12	8.2
13	8.5
14	10.0
15	9.5
16	9.1
17	9.1
18	8.9
19	8.9
20	9.1
21	18.5
22	10.1
23	10.7
24	24.2
25	10.6
26	8.8
27	13.6
28	9.8
29	9.6
30	8.9
31	9.2
32	9.1
33	10.7
34	8.9
35	10.6
36	12.2
37	10.9
38	10.7
39	10.5
40	13.1
41	9.3
42	9.2
43	28.5
44	9.9
45	9.5
46	9.2
47	10.4
48	10.1
49	10.9
50	9.5
51	11.4
52	13.8
53	13.7
54	10.1
55	9.4
56	10.1
57	11.3
58	9.6
59	9.2
60	21.0
61	9.9
62	37.3
63	20.1
64	23.9
65	9.3
66	11.2
67	10.4
68	9.8
69	12.1
70	13.1
71	10.4
72	16.5
73	11.1
74	10.7
75	20.5
76	17.1
77	9.7
78	9.7
79	10.3
80	31.0
81	19.6
82	11.6
83	9.3
84	36.6
85	9.9
86	16.6
87	9.7
88	10.8
89	9.7
90	29.4
91	18.3
92	10.3
93	11.9
94	10.0
95	9.5
96	12.0
97	10.8
98	14.7
99	11.2
100	15.3
101	10.6
102	10.0
103	43.6
104	36.4
105	9.9
106	10.8
107	71.3
108	11.0
109	10.4
110	21.9
111	19.0
112	11.2
113	13.0
114	18.3
115	12.4
116	10.8
117	29.1
118	9.2
119	10.5
120	31.2
121	12.7
122	11.0
123	10.5
124	12.5
125	45.2
126	9.8
127	10.1
128	15.0
129	13.3
130	11.4
131	11.9
132	29.8
133	9.8
134	10.3
135	41.6
136	13.5
137	10.1
138	12.4
139	10.7
140	22.6
141	10.0
142	13.3
143	12.8
144	10.2
145	11.3
146	10.3
147	19.3
148	12.4
149	9.8
150	11.1
151	10.6
152	11.3
153	14.9
154	18.5
155	13.1
156	12.9
157	29.4
158	11.2
159	13.1
160	12.7
161	11.7
162	33.2
163	13.2
164	12.3
165	11.4
166	10.8
167	16.3
168	14.5
169	10.8
170	12.7
171	12.5
172	10.9
173	12.1
174	10.5
175	12.7
176	11.5
177	10.1
178	10.3
179	45.8
180	9.9
181	16.2
182	10.4
183	9.2
184	10.0
185	10.2
186	9.5
187	9.0
188	8.8
189	9.1
190	8.7
191	9.2
192	8.7
193	9.0
194	8.8
195	9.0
196	8.3
197	8.6
198	6.3
199	8.8
