cluster_id	KSLabel
0	mua
1	mua
2	good
3	mua
4	mua
5	mua
6	good
7	mua
8	good
9	good
10	mua
11	good
12	good
13	good
14	good
15	mua
16	good
17	good
18	mua
19	good
20	mua
21	good
22	good
23	good
24	mua
25	mua
26	mua
27	mua
28	mua
29	good
30	mua
31	good
32	mua
33	mua
34	good
35	mua
36	mua
37	good
38	good
39	good
40	good
41	good
42	mua
43	good
44	good
45	good
46	mua
47	mua
48	mua
49	mua
50	good
51	good
52	mua
53	good
54	good
55	good
56	mua
57	mua
58	good
59	mua
60	good
61	good
62	good
63	good
64	mua
65	mua
66	mua
67	good
68	mua
69	good
70	mua
71	mua
72	good
73	mua
74	good
75	good
76	good
77	mua
78	mua
79	mua
80	mua
81	mua
82	good
83	good
84	good
85	good
86	mua
87	mua
88	good
89	good
90	mua
91	good
92	mua
93	mua
94	mua
95	mua
96	mua
97	good
98	good
99	good
100	good
101	good
102	mua
103	mua
104	good
105	mua
106	mua
107	good
108	good
109	mua
110	good
111	mua
112	mua
113	mua
114	good
115	mua
116	good
117	good
118	mua
119	mua
120	good
121	good
122	good
123	good
124	good
125	good
126	good
127	good
128	good
129	mua
130	good
131	mua
132	mua
133	good
134	good
135	mua
136	good
137	good
138	good
139	good
140	good
141	good
142	mua
143	good
144	mua
145	mua
146	mua
147	good
148	good
149	good
150	good
151	good
152	good
153	mua
154	mua
155	good
156	mua
157	good
158	good
159	mua
160	good
161	good
162	good
163	mua
164	good
165	good
166	good
167	good
168	mua
169	mua
170	good
171	good
172	good
173	good
174	good
175	good
176	mua
177	good
178	mua
179	good
180	good
181	mua
182	good
183	mua
184	mua
185	good
186	good
187	good
188	good
189	good
190	good
191	mua
192	good
193	good
194	mua
195	good
196	mua
197	mua
198	good
199	good
200	mua
201	mua
202	good
203	good
204	mua
205	good
206	mua
207	mua
208	mua
209	mua
210	mua
211	mua
212	mua
213	mua
214	good
215	mua
216	good
217	mua
218	mua
219	mua
220	good
221	good
222	good
223	mua
224	good
225	good
226	good
227	good
228	good
229	good
230	mua
231	good
232	mua
233	good
234	mua
235	mua
236	mua
237	good
238	mua
239	mua
240	good
241	good
242	good
243	mua
244	good
245	good
246	good
247	good
248	good
249	good
250	good
251	mua
252	good
253	mua
254	mua
255	good
256	mua
257	good
258	good
259	good
260	mua
261	mua
262	mua
263	good
264	mua
265	mua
266	mua
267	mua
268	good
269	mua
270	mua
271	mua
272	mua
273	good
274	good
275	mua
276	mua
277	mua
278	good
279	good
280	mua
281	good
282	good
283	mua
284	good
285	good
286	mua
287	mua
288	mua
289	good
290	mua
291	mua
292	mua
293	mua
294	mua
295	mua
296	good
297	mua
298	good
299	good
300	good
301	mua
302	mua
303	mua
304	good
305	good
306	mua
307	mua
308	good
309	mua
310	mua
311	good
312	mua
313	mua
314	mua
315	mua
316	mua
317	mua
318	mua
319	mua
320	mua
321	mua
322	mua
323	mua
324	mua
325	mua
326	mua
327	good
328	mua
329	good
330	good
331	good
332	mua
333	good
334	good
335	mua
336	good
337	mua
338	good
339	good
340	good
341	good
342	good
343	good
344	mua
345	mua
346	mua
347	mua
348	mua
349	mua
350	mua
351	mua
352	mua
353	good
354	good
355	good
356	good
357	mua
358	good
359	good
360	mua
361	mua
362	mua
363	mua
364	mua
365	mua
366	mua
367	good
368	good
369	mua
370	mua
371	good
372	good
373	mua
374	good
375	good
376	good
377	mua
378	mua
379	mua
380	good
381	good
382	good
383	mua
384	mua
385	good
386	mua
387	good
388	mua
389	good
390	mua
391	mua
392	mua
393	good
394	mua
395	mua
396	mua
397	mua
398	good
399	good
400	mua
401	mua
402	good
403	mua
404	good
405	good
406	good
407	good
408	good
409	good
410	mua
411	mua
412	mua
413	mua
414	good
415	mua
416	good
417	good
418	good
419	mua
420	mua
421	good
422	good
423	good
424	mua
425	good
426	mua
427	mua
428	good
429	mua
430	good
431	good
432	mua
433	mua
434	good
435	good
436	good
437	mua
438	good
439	good
440	mua
441	mua
442	good
443	mua
444	mua
445	good
446	mua
447	mua
448	good
449	good
450	mua
451	good
452	mua
453	good
454	good
455	mua
456	good
457	mua
458	good
459	mua
460	good
461	good
462	good
463	mua
464	good
465	good
466	mua
467	mua
468	mua
469	mua
470	good
471	good
472	good
473	good
474	good
475	mua
476	mua
477	good
478	good
479	good
480	good
481	good
482	mua
483	mua
484	good
485	good
486	mua
487	good
488	good
489	good
490	good
491	mua
492	mua
493	good
494	mua
495	good
496	mua
497	good
498	mua
499	mua
500	good
501	good
502	good
503	good
504	good
505	good
506	good
507	good
508	good
509	good
510	mua
511	good
512	mua
513	mua
514	mua
515	mua
516	mua
517	good
518	mua
519	good
520	mua
521	mua
522	mua
523	good
524	good
525	good
526	good
527	mua
528	mua
529	mua
530	good
531	mua
532	mua
533	good
534	good
535	good
536	good
537	mua
538	good
539	good
540	mua
541	mua
542	mua
543	good
544	good
545	good
546	good
547	mua
548	good
549	good
550	mua
551	mua
552	good
553	mua
554	good
555	mua
556	good
557	mua
558	good
559	good
560	mua
561	good
562	good
563	good
564	good
565	good
566	mua
567	good
568	mua
569	mua
570	good
571	good
572	good
573	good
574	good
575	good
576	mua
577	mua
578	mua
579	good
580	good
581	good
582	good
583	mua
584	good
585	good
586	good
587	good
588	good
589	good
590	good
591	good
592	good
593	good
594	good
595	good
596	mua
597	good
598	good
599	mua
600	mua
601	mua
602	good
603	good
604	good
605	good
606	good
607	good
608	good
609	good
610	good
611	good
612	mua
613	mua
614	good
615	mua
616	mua
617	good
618	good
619	good
620	good
621	mua
622	good
623	mua
624	good
625	mua
626	mua
627	good
628	mua
629	mua
630	mua
631	good
632	good
633	good
634	good
635	good
636	mua
637	good
638	mua
639	mua
640	mua
641	mua
642	good
643	good
644	good
645	good
646	mua
647	mua
648	good
649	good
650	good
651	good
652	mua
653	mua
654	mua
655	mua
656	mua
657	mua
658	mua
659	good
660	good
661	mua
662	mua
663	good
664	good
665	good
666	mua
667	mua
668	mua
669	good
670	mua
671	good
672	good
673	good
674	mua
675	good
676	good
677	good
678	mua
679	mua
680	good
681	good
682	good
683	good
684	good
685	mua
686	good
687	good
688	mua
689	mua
690	mua
691	good
692	good
693	good
694	mua
695	mua
696	good
697	good
698	good
699	mua
700	good
701	good
702	good
703	good
704	mua
705	mua
706	mua
707	good
708	good
709	good
710	mua
711	mua
712	good
713	good
714	mua
715	good
716	mua
717	good
718	good
719	good
720	good
721	good
722	mua
723	mua
724	good
725	mua
726	mua
727	mua
728	mua
729	good
730	mua
731	mua
732	mua
