cluster_id	KSLabel
0	mua
1	mua
2	good
3	mua
4	good
5	good
6	mua
7	good
8	mua
9	mua
10	mua
11	mua
12	good
13	good
14	good
15	mua
16	mua
17	good
18	good
19	mua
20	mua
21	mua
22	good
23	good
24	good
25	good
26	mua
27	mua
28	good
29	good
30	good
31	good
32	good
33	mua
34	good
35	mua
36	mua
37	good
38	mua
39	good
40	mua
41	good
42	good
43	good
44	good
45	mua
46	good
47	good
48	mua
49	mua
50	mua
51	good
52	mua
53	good
54	good
55	mua
56	good
57	mua
58	mua
59	good
60	mua
61	mua
62	good
63	good
64	good
65	mua
66	mua
67	mua
68	good
69	mua
70	good
71	mua
72	good
73	good
74	good
75	mua
76	good
77	mua
78	mua
79	good
80	mua
81	mua
82	good
83	mua
84	mua
85	good
86	mua
87	good
88	mua
89	mua
90	good
91	good
92	good
93	good
94	mua
95	good
96	good
97	good
98	mua
99	good
100	mua
101	mua
102	mua
103	mua
104	good
105	good
106	good
107	mua
108	mua
109	good
110	good
111	good
112	good
113	mua
114	good
115	good
116	good
117	mua
118	good
119	mua
120	good
121	good
122	mua
123	good
124	good
125	good
126	good
127	good
128	mua
129	mua
130	good
131	good
132	mua
133	mua
134	mua
135	good
136	mua
137	good
138	good
139	mua
140	good
141	good
142	good
143	mua
144	good
145	good
146	mua
147	good
148	good
149	good
150	good
151	mua
152	good
153	good
154	good
155	good
156	mua
157	good
158	good
159	good
160	good
161	mua
162	good
163	good
164	good
165	mua
166	good
167	good
168	good
169	good
170	mua
171	good
172	good
173	good
174	good
175	mua
176	good
177	mua
178	good
179	mua
180	good
181	mua
182	good
183	mua
184	mua
185	mua
186	mua
187	mua
188	good
189	good
190	mua
191	good
192	good
193	good
194	mua
195	mua
196	good
197	good
198	good
199	good
200	good
201	good
202	good
203	mua
204	mua
205	good
206	good
207	good
208	mua
209	mua
210	mua
211	mua
212	good
213	mua
214	mua
215	good
216	mua
217	good
218	good
219	good
220	good
221	mua
222	mua
223	mua
224	mua
225	good
226	mua
227	mua
228	mua
229	mua
230	good
231	mua
232	mua
233	mua
234	mua
235	mua
236	mua
237	good
238	good
239	good
240	mua
241	mua
242	good
243	good
244	mua
245	good
246	mua
247	good
248	mua
249	mua
250	good
251	good
252	mua
253	good
254	mua
255	mua
256	good
257	good
258	good
259	mua
260	mua
261	good
262	mua
263	mua
264	mua
265	good
266	mua
267	mua
268	good
269	mua
270	mua
271	mua
272	good
273	good
274	good
275	mua
276	mua
277	mua
278	mua
279	mua
280	mua
281	mua
282	mua
283	mua
284	mua
285	mua
286	mua
287	mua
288	good
289	mua
290	mua
291	good
292	good
293	mua
294	mua
295	good
296	good
297	good
298	mua
299	good
300	good
301	good
302	good
303	good
304	good
305	mua
306	good
307	mua
308	mua
309	mua
310	mua
311	good
312	mua
313	mua
314	mua
315	mua
316	mua
317	mua
318	mua
319	good
320	good
321	good
322	mua
323	mua
324	mua
325	good
326	mua
327	good
328	good
329	good
330	good
331	good
332	good
333	mua
334	mua
335	mua
336	mua
337	good
338	mua
339	good
340	good
341	mua
342	good
343	good
344	good
345	good
346	good
347	good
348	good
349	good
350	good
351	good
352	good
353	good
354	mua
355	mua
356	mua
357	good
358	good
359	good
360	good
361	good
362	good
363	good
364	good
365	mua
366	good
367	mua
368	mua
369	mua
370	mua
371	good
372	mua
373	mua
374	good
375	mua
376	good
377	good
378	good
379	mua
380	good
381	mua
382	mua
383	mua
384	mua
385	good
386	good
387	good
388	good
389	good
390	mua
391	good
392	mua
393	good
394	mua
395	mua
396	good
397	mua
398	mua
399	good
400	good
401	mua
402	good
403	mua
404	good
405	mua
406	good
407	good
408	good
409	mua
410	good
411	good
412	good
413	mua
414	good
415	mua
416	good
417	good
418	mua
419	mua
420	mua
421	good
422	good
423	mua
424	mua
425	good
426	good
427	good
428	good
429	mua
430	mua
431	good
432	mua
433	good
434	good
435	good
436	good
437	good
438	mua
439	good
440	good
441	good
442	mua
443	good
444	mua
445	good
446	mua
447	mua
448	mua
449	mua
450	good
451	good
452	good
453	good
454	mua
455	mua
456	good
457	good
458	mua
459	mua
460	good
461	good
462	mua
463	mua
464	mua
465	mua
466	mua
467	good
468	good
469	mua
470	mua
471	mua
472	good
473	good
474	mua
475	mua
476	good
477	mua
478	mua
479	good
480	mua
481	mua
482	mua
483	mua
484	mua
485	good
486	good
487	mua
488	mua
489	good
490	mua
491	good
492	good
493	mua
494	good
495	good
496	good
497	good
498	mua
499	good
500	mua
501	mua
502	good
503	good
504	mua
505	good
506	good
507	good
508	good
509	good
510	good
511	mua
512	mua
513	good
514	good
515	good
516	good
517	good
518	good
519	good
520	good
521	good
522	good
523	mua
524	good
525	good
526	mua
527	mua
528	mua
529	good
530	good
531	good
532	mua
533	good
534	good
535	good
536	good
537	good
538	mua
539	good
540	good
541	good
542	mua
543	good
544	good
545	mua
546	good
547	good
548	good
549	good
550	mua
551	mua
552	mua
553	mua
554	mua
555	good
556	good
557	good
558	mua
559	mua
560	mua
561	good
562	good
563	mua
564	mua
565	mua
566	mua
567	good
568	good
569	good
570	good
571	good
572	good
573	mua
574	mua
575	mua
576	good
577	mua
578	mua
579	mua
580	mua
581	mua
582	good
583	good
584	good
585	mua
586	good
587	mua
588	good
589	good
590	good
591	good
592	good
593	good
594	mua
595	good
596	mua
597	good
598	good
599	mua
600	good
601	mua
602	mua
603	mua
604	mua
605	good
606	mua
607	good
608	good
609	good
610	mua
611	good
612	mua
613	good
614	good
615	mua
616	mua
617	mua
618	mua
619	good
620	mua
621	mua
622	good
623	good
624	good
625	good
626	good
627	good
628	good
629	good
630	mua
631	mua
632	mua
633	good
634	good
635	mua
636	mua
637	mua
638	mua
639	mua
