cluster_id	KSLabel
0	good
1	mua
2	good
3	good
4	good
5	mua
6	good
7	mua
8	good
9	mua
10	mua
11	mua
12	good
13	mua
14	mua
15	good
16	good
17	mua
18	mua
19	good
20	mua
21	mua
22	good
23	good
24	good
25	good
26	good
27	good
28	mua
29	good
30	good
31	mua
32	good
33	good
34	mua
35	good
36	good
37	good
38	mua
39	good
40	good
41	mua
42	good
43	mua
44	mua
45	good
46	good
47	good
48	mua
49	mua
50	good
51	good
52	mua
53	good
54	mua
55	good
56	good
57	mua
58	mua
59	mua
60	good
61	good
62	good
63	good
64	good
65	good
66	mua
67	mua
68	good
69	good
70	mua
71	good
72	good
73	mua
74	mua
75	mua
76	mua
77	good
78	good
79	good
80	mua
81	good
82	good
83	good
84	mua
85	good
86	mua
87	good
88	mua
89	mua
90	good
91	good
92	good
93	good
94	good
95	mua
96	good
97	good
98	mua
99	good
100	good
101	good
102	good
103	mua
104	good
105	mua
106	mua
107	mua
108	good
109	good
110	good
111	good
112	good
113	good
114	good
115	mua
116	good
117	good
118	mua
119	good
120	good
121	good
122	good
123	mua
124	mua
125	good
126	good
127	good
128	good
129	good
130	good
131	good
132	good
133	good
134	good
135	mua
136	good
137	good
138	good
139	mua
140	good
141	mua
142	mua
143	good
144	mua
145	mua
146	mua
147	good
148	good
149	mua
150	mua
151	good
152	good
153	good
154	mua
155	mua
156	good
157	good
158	good
159	mua
160	good
161	mua
162	good
163	good
164	mua
165	mua
166	good
167	mua
168	mua
169	mua
170	mua
171	mua
172	mua
173	mua
174	mua
175	good
176	mua
177	good
178	mua
179	mua
180	mua
181	mua
182	mua
183	mua
184	mua
185	mua
186	good
187	mua
188	good
189	good
190	mua
191	mua
192	mua
193	mua
194	mua
195	good
196	good
197	mua
198	mua
199	mua
200	mua
201	mua
202	mua
203	good
204	good
205	good
206	good
207	mua
208	good
209	good
210	good
211	good
212	good
213	good
214	good
215	mua
216	mua
217	good
218	mua
219	good
220	good
221	good
222	mua
223	good
224	good
225	mua
226	good
227	good
228	good
229	mua
230	good
231	mua
232	good
233	good
234	good
235	mua
236	good
237	mua
238	mua
239	good
240	good
241	good
242	good
243	good
244	mua
245	good
246	good
247	mua
248	mua
249	mua
250	mua
251	good
252	good
253	good
254	mua
255	mua
256	mua
257	good
258	mua
259	mua
260	mua
261	mua
262	good
263	mua
264	good
265	mua
266	mua
267	mua
268	good
269	good
270	mua
271	mua
272	mua
273	good
274	good
275	mua
276	mua
277	mua
278	good
279	good
280	mua
281	good
282	mua
283	good
284	good
285	good
286	good
287	good
288	good
289	good
290	good
291	mua
292	mua
293	mua
294	good
295	mua
296	good
297	mua
298	mua
299	mua
300	good
301	mua
302	good
303	good
304	good
305	good
306	good
307	mua
308	mua
309	good
310	good
311	good
312	mua
313	mua
314	good
315	mua
316	mua
317	good
318	good
319	mua
320	mua
321	mua
322	mua
323	good
324	mua
325	mua
326	mua
327	mua
328	mua
329	mua
330	mua
331	mua
332	good
333	mua
334	mua
335	mua
336	mua
337	mua
338	good
339	mua
340	good
341	mua
342	mua
343	mua
344	mua
