cluster_id	ContamPct
0	24.1
1	34.9
2	16.8
3	160.0
4	0.0
5	116.0
6	120.0
7	134.9
8	121.1
9	62.5
10	119.1
11	18.0
12	44.9
13	122.4
14	105.4
15	61.0
16	83.7
17	54.0
18	0.0
19	69.8
20	52.1
21	76.2
22	43.7
23	46.4
24	0.0
25	0.0
26	70.6
27	66.9
28	0.0
29	43.3
30	85.8
31	92.5
32	74.6
33	100.6
34	92.1
35	0.0
36	105.5
37	0.0
38	92.3
39	112.3
40	136.6
41	148.9
42	237.5
43	159.3
44	137.8
45	177.4
46	171.5
47	230.3
48	174.6
49	168.7
50	186.6
51	400.0
52	162.9
53	110.9
54	6.3
55	92.5
56	0.0
57	0.0
58	3.9
59	0.0
60	0.0
61	0.5
62	0.0
63	0.0
64	0.0
65	0.0
66	0.0
67	0.0
68	0.0
69	0.0
70	20.9
71	43.2
72	32.5
73	0.0
74	27.0
75	24.2
76	30.8
77	0.0
78	14.7
79	0.0
80	0.0
81	64.3
82	0.0
83	0.0
84	0.0
85	23.8
86	33.6
87	0.0
88	115.4
89	0.0
90	0.0
91	0.0
92	0.0
93	0.0
