cluster_id	KSLabel
0	mua
1	mua
2	mua
3	mua
4	mua
5	mua
6	good
7	mua
8	mua
9	mua
10	mua
11	mua
12	mua
13	good
14	mua
15	mua
16	mua
17	mua
18	good
19	mua
20	mua
21	mua
22	mua
23	mua
24	mua
25	mua
26	mua
27	good
28	mua
29	good
30	good
31	mua
32	mua
33	good
34	mua
35	good
36	mua
37	mua
38	good
39	mua
40	mua
41	good
42	mua
43	mua
44	mua
45	mua
46	mua
47	mua
48	mua
49	good
50	good
51	good
52	mua
53	mua
54	mua
55	good
56	mua
57	good
58	mua
59	mua
60	mua
61	mua
62	mua
63	mua
64	mua
65	mua
66	mua
67	mua
68	mua
69	mua
70	good
71	mua
72	mua
73	mua
74	mua
75	mua
76	mua
77	mua
78	mua
79	mua
80	mua
81	mua
82	mua
83	good
84	mua
85	mua
